"kode";"jenis";"nama"
"7501142005";"Kelurahan/Desa";"Karyamukti"
"7501142006";"Kelurahan/Desa";"Talumopatu"
"7501142007";"Kelurahan/Desa";"Sidomukti"
"7501142008";"Kelurahan/Desa";"Payu"
"7501142009";"Kelurahan/Desa";"Sukamaju"
"7501142010";"Kelurahan/Desa";"Huyula"
"7501160000";"Kecamatan";"Pulubala"
"7501162001";"Kelurahan/Desa";"Pongongaila"
"7501162002";"Kelurahan/Desa";"Pulubala"
"7501162003";"Kelurahan/Desa";"Molamahu"
"7501162004";"Kelurahan/Desa";"Bakti"
"7501162005";"Kelurahan/Desa";"Tridharma"
"7501162006";"Kelurahan/Desa";"Molalahu"
"7501162007";"Kelurahan/Desa";"Mulyonegoro"
"7501162008";"Kelurahan/Desa";"Puncak"
"7501162009";"Kelurahan/Desa";"Toyidito"
"7501162010";"Kelurahan/Desa";"Ayumolingo"
"7501162011";"Kelurahan/Desa";"Bukit Aren"
"7501170000";"Kecamatan";"Limboto Barat"
"7501172001";"Kelurahan/Desa";"Pone"
"7501172002";"Kelurahan/Desa";"Huidu"
"7501172003";"Kelurahan/Desa";"Ombulo"
"7501172004";"Kelurahan/Desa";"Daenaa"
"7501172005";"Kelurahan/Desa";"Yosonegoro"
"7501172006";"Kelurahan/Desa";"Tunggulo"
"7501172007";"Kelurahan/Desa";"Hutabohu"
"7501172008";"Kelurahan/Desa";"Padengo"
"7501172009";"Kelurahan/Desa";"Haya-Haya"
"7501172010";"Kelurahan/Desa";"Huidu Utara"
"7501180000";"Kecamatan";"Tilango"
"7501182001";"Kelurahan/Desa";"Tualango"
"7501182002";"Kelurahan/Desa";"Dulomo"
"7501182003";"Kelurahan/Desa";"Tilote"
"7501182004";"Kelurahan/Desa";"Tabumela"
"7501182005";"Kelurahan/Desa";"Ilotidea"
"7501182006";"Kelurahan/Desa";"Lauwonu"
"7501182007";"Kelurahan/Desa";"Tenggela"
"7501182008";"Kelurahan/Desa";"Tinelo"
"7501190000";"Kecamatan";"Tabongo"
"7501192001";"Kelurahan/Desa";"Tabongo Timur"
"7501192002";"Kelurahan/Desa";"Tabongo Barat"
"7501192003";"Kelurahan/Desa";"Limehe Barat"
"7501192004";"Kelurahan/Desa";"Limehe Timur"
"7501192005";"Kelurahan/Desa";"Ilomangga"
"7501192006";"Kelurahan/Desa";"Motinelo"
"7501192007";"Kelurahan/Desa";"Moahudu"
"7501192008";"Kelurahan/Desa";"Teratai"
"7501192009";"Kelurahan/Desa";"Limehu"
"7501200000";"Kecamatan";"Biluhu"
"7501202001";"Kelurahan/Desa";"Biluhu Barat"
"7501202002";"Kelurahan/Desa";"Lobuto"
"7501202003";"Kelurahan/Desa";"Biluhu Tengah"
"7501202004";"Kelurahan/Desa";"Luluo"
"7501202005";"Kelurahan/Desa";"Huwongo"
"7501202006";"Kelurahan/Desa";"Lobuto Timur"
"7501202007";"Kelurahan/Desa";"Botu Boluo"
"7501202008";"Kelurahan/Desa";"Olimeyala"
"7501210000";"Kecamatan";"Asparaga"
"7501212001";"Kelurahan/Desa";"Bululi"
"7501212002";"Kelurahan/Desa";"Mohiyolo"
"7501212003";"Kelurahan/Desa";"Pangahu"
"7501212004";"Kelurahan/Desa";"Karya Indah"
"7501212005";"Kelurahan/Desa";"Prima"
"7501212006";"Kelurahan/Desa";"Tiohu"
"7501212007";"Kelurahan/Desa";"Olimohulo"
"7501212008";"Kelurahan/Desa";"Karya Baru"
"7501212009";"Kelurahan/Desa";"Bontula"
"7501212010";"Kelurahan/Desa";"Bihe"
"7501220000";"Kecamatan";"Talaga Jaya"
"7501222001";"Kelurahan/Desa";"Hutadaa"
"7501222002";"Kelurahan/Desa";"Buhu"
"7501222003";"Kelurahan/Desa";"Luwoo"
"7501222004";"Kelurahan/Desa";"Bunggalo"
"7501222005";"Kelurahan/Desa";"Bulota"
"7501230000";"Kecamatan";"Bilato"
"7501232001";"Kelurahan/Desa";"Totopo"
"7501232002";"Kelurahan/Desa";"Bilato"
"7501232003";"Kelurahan/Desa";"Ilomata"
"7501232004";"Kelurahan/Desa";"Taula'a"
"7501232005";"Kelurahan/Desa";"Juriya"
"7501232006";"Kelurahan/Desa";"Pelehu"
"7501232007";"Kelurahan/Desa";"Bumela"
"7501232008";"Kelurahan/Desa";"Lamahu"
"7501232009";"Kelurahan/Desa";"Musyawarah"
"7501232010";"Kelurahan/Desa";"Suka Damai"
"7501240000";"Kecamatan";"Dungaliyo"
"7501242001";"Kelurahan/Desa";"Pilolalenga"
"7501242002";"Kelurahan/Desa";"Kaliyoso"
"7501242003";"Kelurahan/Desa";"Dungaliyo"
"7501242004";"Kelurahan/Desa";"Ambara"
"7501242005";"Kelurahan/Desa";"Bongomeme"
"7501242006";"Kelurahan/Desa";"Duwanga"
"7501242007";"Kelurahan/Desa";"Ayuhula"
"7501242008";"Kelurahan/Desa";"Pangadaa"
"7501242009";"Kelurahan/Desa";"Botubulowe"
"7501242010";"Kelurahan/Desa";"Momala"
"7502000000";"KAB/KOTA";"KAB. BOALEMO"
"7502010000";"Kecamatan";"Paguyaman"
"7502012004";"Kelurahan/Desa";"Bongo Nol"
"7502012005";"Kelurahan/Desa";"Bongo IV"
"7502012006";"Kelurahan/Desa";"Molombulahe"
"7502012007";"Kelurahan/Desa";"Mutiara"
"7502012008";"Kelurahan/Desa";"Saripi"
"7502012009";"Kelurahan/Desa";"Wonggahu"
"7502012010";"Kelurahan/Desa";"Tangkobu"
"7502012011";"Kelurahan/Desa";"Bongo Tua"
"7502012012";"Kelurahan/Desa";"Kuala Lumpur"
"7502012013";"Kelurahan/Desa";"Mustika"
"7502012014";"Kelurahan/Desa";"Tenilo"
"7502012015";"Kelurahan/Desa";"Huwongo"
"7502012016";"Kelurahan/Desa";"Karya Murni"
"7502012019";"Kelurahan/Desa";"Girisa"
"7502012020";"Kelurahan/Desa";"Batu Kramat"
"7502012021";"Kelurahan/Desa";"Bualo"
"7502012022";"Kelurahan/Desa";"Sosial"
"7502012023";"Kelurahan/Desa";"Permata"
"7502012024";"Kelurahan/Desa";"Hulawa"
"7502012025";"Kelurahan/Desa";"Balate Jaya"
"7502012026";"Kelurahan/Desa";"Rejonegoro"
"7502012027";"Kelurahan/Desa";"Diloato"
"7502020000";"Kecamatan";"Wonosari"
"7502022001";"Kelurahan/Desa";"Harapan"
"7502022002";"Kelurahan/Desa";"Bongo II"
"7502022003";"Kelurahan/Desa";"Bongo III"
"7502022004";"Kelurahan/Desa";"Mekarjaya"
"7502022005";"Kelurahan/Desa";"Sukamaju"
"7502022006";"Kelurahan/Desa";"Pangeya"
"7502022007";"Kelurahan/Desa";"Jatimulya"
"7502022008";"Kelurahan/Desa";"Suka Mulya"
"7502022009";"Kelurahan/Desa";"Sari Tani"
"7502022010";"Kelurahan/Desa";"Dimito"
"7502022011";"Kelurahan/Desa";"Tanjung Harapan"
"7502022012";"Kelurahan/Desa";"Raharja"
"7502022013";"Kelurahan/Desa";"Trirukun"
"7502022014";"Kelurahan/Desa";"Dulohupa"
"7502030000";"Kecamatan";"Dulupi"
"7502032001";"Kelurahan/Desa";"Dulupi"
"7502032002";"Kelurahan/Desa";"Tabongo"
"7502032003";"Kelurahan/Desa";"Kotaraja"
"7502032004";"Kelurahan/Desa";"Polohungo"
"7502032005";"Kelurahan/Desa";"Pangi"
"7502032006";"Kelurahan/Desa";"Tangga Jaya"
"7502032007";"Kelurahan/Desa";"Tanah Putih"
"7502032008";"Kelurahan/Desa";"Tangga Barito"
"7502040000";"Kecamatan";"Tilamuta"
"7502042001";"Kelurahan/Desa";"Limbato"
"7502042002";"Kelurahan/Desa";"Piloliyanga"
"7502042003";"Kelurahan/Desa";"Ayuhulalo"
"7502042004";"Kelurahan/Desa";"Hungayonaa"
"7502042005";"Kelurahan/Desa";"Modelomo"
"7502042006";"Kelurahan/Desa";"Pentadu Barat"
"7502042007";"Kelurahan/Desa";"Pentadu Timur"
"7502042008";"Kelurahan/Desa";"Bajo"
"7502042009";"Kelurahan/Desa";"Mohungo"
"7502042010";"Kelurahan/Desa";"Lahumbo"
"7502042011";"Kelurahan/Desa";"Lamu"
"7502042018";"Kelurahan/Desa";"Tenilo"
"7502050000";"Kecamatan";"Mananggu"
"7502052001";"Kelurahan/Desa";"Tabulo"
"7502052002";"Kelurahan/Desa";"Kaaruyan"
"7502052003";"Kelurahan/Desa";"Salilama"
"7502052004";"Kelurahan/Desa";"Bendungan"
"7502052005";"Kelurahan/Desa";"Mananggu"
"7502052006";"Kelurahan/Desa";"Buti"
"7502052007";"Kelurahan/Desa";"Pontolo"
"7502052008";"Kelurahan/Desa";"Kramat"
"7502052009";"Kelurahan/Desa";"Tabulo Selatan"
"7502060000";"Kecamatan";"Botumoita"
"7502062001";"Kelurahan/Desa";"Tutulo"
"7502062002";"Kelurahan/Desa";"Hutamonu"
"7502062003";"Kelurahan/Desa";"Patoameme"
"7502062004";"Kelurahan/Desa";"Tapadaa"
"7502062005";"Kelurahan/Desa";"Potanga"
"7502062006";"Kelurahan/Desa";"Botumoito"
"7502062007";"Kelurahan/Desa";"Bolihutuo"
"7502062008";"Kelurahan/Desa";"Rumbia"
"7502062009";"Kelurahan/Desa";"Dulangeya"
"7502070000";"Kecamatan";"Paguyaman Pantai"
"7502072001";"Kelurahan/Desa";"Bubaa"
"7502072002";"Kelurahan/Desa";"Lito"
"7502072003";"Kelurahan/Desa";"Limbatihu"
"7502072004";"Kelurahan/Desa";"Bukit Karya"
"7502072005";"Kelurahan/Desa";"Apitalawu"
"7502072006";"Kelurahan/Desa";"Bangga"
"7502072007";"Kelurahan/Desa";"Towayu"
"7502072008";"Kelurahan/Desa";"Olibu"
"7503000000";"KAB/KOTA";"KAB. BONE BOLANGO"
"7503010000";"Kecamatan";"Tapa"
"7503012004";"Kelurahan/Desa";"Talumopatu"
"7503012005";"Kelurahan/Desa";"Talulobutu"
"7503012006";"Kelurahan/Desa";"Dunggala"
"7503012007";"Kelurahan/Desa";"Langge"
"7503012027";"Kelurahan/Desa";"Talulobutu Selatan"
"7503012028";"Kelurahan/Desa";"Keramat"
"7503012029";"Kelurahan/Desa";"Meranti"
"7503020000";"Kecamatan";"Kabila"
"7503021008";"Kelurahan/Desa";"Padengo"
"7503021009";"Kelurahan/Desa";"Olohuta"
"7503021010";"Kelurahan/Desa";"Tumbihe"
"7503021011";"Kelurahan/Desa";"Pauwo"
"7503021028";"Kelurahan/Desa";"Olohuta Utara"
"7503022006";"Kelurahan/Desa";"Dutohe"
"7503022007";"Kelurahan/Desa";"Tanggilingo"
"7503022012";"Kelurahan/Desa";"Toto Selatan"
"7503022013";"Kelurahan/Desa";"Poowo"
"7503022024";"Kelurahan/Desa";"Talango"
"7503022026";"Kelurahan/Desa";"Poowo Barat"
"7503022029";"Kelurahan/Desa";"Dutohe Barat"
"7503030000";"Kecamatan";"Suwawa"
"7503032011";"Kelurahan/Desa";"Tingkohubu"
"7503032012";"Kelurahan/Desa";"Boludawa"
"7503032013";"Kelurahan/Desa";"Bube"
"7503032014";"Kelurahan/Desa";"Huluduotamo"
"7503032020";"Kelurahan/Desa";"Ulanta"
"7503032021";"Kelurahan/Desa";"Tinelo"
"7503032022";"Kelurahan/Desa";"Bubeya"
"7503032023";"Kelurahan/Desa";"Bube Baru"
"7503032027";"Kelurahan/Desa";"Tingkohubu Timur"
"7503032028";"Kelurahan/Desa";"Helumo"
"7503040000";"Kecamatan";"Bonepantai"
"7503042003";"Kelurahan/Desa";"Tamboo"
"7503042004";"Kelurahan/Desa";"Bilungala"
"7503042005";"Kelurahan/Desa";"Uabanga"
"7503042008";"Kelurahan/Desa";"Tolotio"
"7503042012";"Kelurahan/Desa";"Tongo"
"7503042025";"Kelurahan/Desa";"Bilungala Utara"
"7503042026";"Kelurahan/Desa";"Tihu"
"7503042027";"Kelurahan/Desa";"Tunas Jaya"
"7503042028";"Kelurahan/Desa";"Lembah Hijau"
"7503042029";"Kelurahan/Desa";"Batu Hijau"
"7503042031";"Kelurahan/Desa";"Ombulo Hijau"
"7503042032";"Kelurahan/Desa";"Kemiri"
"7503042033";"Kelurahan/Desa";"Pelita Hijau"
"7503050000";"Kecamatan";"Bulango Utara"
"7503052001";"Kelurahan/Desa";"Boidu"
"7503052002";"Kelurahan/Desa";"Bandungan"
"7503052003";"Kelurahan/Desa";"Tupa"
"7503052004";"Kelurahan/Desa";"Longalo"
"7503052009";"Kelurahan/Desa";"Tuloa"
"7503052010";"Kelurahan/Desa";"Kopi"
"7503052011";"Kelurahan/Desa";"Lomaya"
"7503052012";"Kelurahan/Desa";"Suka Damai"
"7503052015";"Kelurahan/Desa";"Bunuo"
"7503060000";"Kecamatan";"Tilongkabila"
"7503062001";"Kelurahan/Desa";"Bongoime"
"7503062002";"Kelurahan/Desa";"Bongopini"
"7503062003";"Kelurahan/Desa";"Toto Utara"
"7503062004";"Kelurahan/Desa";"Moutong"
"7503062005";"Kelurahan/Desa";"Tunggulo"
"7503062006";"Kelurahan/Desa";"Lonuo"
"7503062007";"Kelurahan/Desa";"Tamboo"
"7503062008";"Kelurahan/Desa";"Iloheluma"
"7503062009";"Kelurahan/Desa";"Motilango"
"7503062010";"Kelurahan/Desa";"Butu"
"7503062011";"Kelurahan/Desa";"Permata"
"7503062012";"Kelurahan/Desa";"Tunggulo Selatan"
"7503062013";"Kelurahan/Desa";"Bongohulawa"
"7503062014";"Kelurahan/Desa";"Berlian"
"7503070000";"Kecamatan";"Botupingge"
"7503072001";"Kelurahan/Desa";"Timbuolo"
"7503072002";"Kelurahan/Desa";"Panggulo"
"7503072003";"Kelurahan/Desa";"Luwohu"
"7503072004";"Kelurahan/Desa";"Buata"
"7503072005";"Kelurahan/Desa";"Timbuolo Timur"
"7503072006";"Kelurahan/Desa";"Tanah Putih"
"7503072007";"Kelurahan/Desa";"Panggulo Barat"
"7503072008";"Kelurahan/Desa";"Timbuolo Tengah"
"7503072009";"Kelurahan/Desa";"Sukma"
"7503080000";"Kecamatan";"Kabila Bone"
"7503082001";"Kelurahan/Desa";"Huangobotu"
"7503082002";"Kelurahan/Desa";"Molutabu"
"7503082003";"Kelurahan/Desa";"Oluhuta"
"7503082004";"Kelurahan/Desa";"Olele"
"7503082005";"Kelurahan/Desa";"Botutonuo"
"7503082006";"Kelurahan/Desa";"Modelomo"
"7503082007";"Kelurahan/Desa";"Biluango"
"7503082008";"Kelurahan/Desa";"Botubarani"
"7503082009";"Kelurahan/Desa";"Bintalahe"
"7503090000";"Kecamatan";"Bone"
"7503092001";"Kelurahan/Desa";"Taludaa"
"7503092002";"Kelurahan/Desa";"Sogitia"
"7503092003";"Kelurahan/Desa";"Moodulio"
"7503092004";"Kelurahan/Desa";"Bilonlantunga"
"7503092005";"Kelurahan/Desa";"Inogaluma"
"7503092006";"Kelurahan/Desa";"Monano"
"7503092007";"Kelurahan/Desa";"Tumbuh Mekar"
"7503092008";"Kelurahan/Desa";"Molamahu"
"7503092009";"Kelurahan/Desa";"Masiaga"
"7503092010";"Kelurahan/Desa";"Ilohuuwa"
"7503092011";"Kelurahan/Desa";"Muara Bone"
"7503092012";"Kelurahan/Desa";"Cendana Putih"
"7503092013";"Kelurahan/Desa";"Waluhu"
"7503092014";"Kelurahan/Desa";"Permata"
"7503100000";"Kecamatan";"Bone Raya"
"7503102001";"Kelurahan/Desa";"Inomata"
"7503102003";"Kelurahan/Desa";"Tumbulilato"
"7503102004";"Kelurahan/Desa";"Mootayu"
"7503102006";"Kelurahan/Desa";"Mootinelo"
"7503102009";"Kelurahan/Desa";"Pelita Jaya"
"7503102010";"Kelurahan/Desa";"Moopiya"
"7503102011";"Kelurahan/Desa";"Alo"
"7503102012";"Kelurahan/Desa";"Laut Biru"
"7503102014";"Kelurahan/Desa";"Bunga"
"7503102015";"Kelurahan/Desa";"Mootawa"
"7503110000";"Kecamatan";"Suwawa Timur"
"7503112001";"Kelurahan/Desa";"Tulabolo"
"7503112003";"Kelurahan/Desa";"Dumbaya Bulan"
"7503112004";"Kelurahan/Desa";"Tulabolo Timur"
"7503112005";"Kelurahan/Desa";"Tilangobula"
"7503112007";"Kelurahan/Desa";"Poduwoma"
"7503112008";"Kelurahan/Desa";"Panggulo"
"7503112009";"Kelurahan/Desa";"Tulabolo Barat"
"7503112010";"Kelurahan/Desa";"Pangi"
"7503112011";"Kelurahan/Desa";"Tinemba"
"7503120000";"Kecamatan";"Suwawa Selatan"
"7503122001";"Kelurahan/Desa";"Bulontala"
"7503122002";"Kelurahan/Desa";"Libungo"
"7503122003";"Kelurahan/Desa";"Molintogupo"
"7503122004";"Kelurahan/Desa";"Bonedaa"
"7503122005";"Kelurahan/Desa";"Bondawuna"
"7503122006";"Kelurahan/Desa";"Bulontala Timur"
"7503122007";"Kelurahan/Desa";"Pancuran"
"7503122008";"Kelurahan/Desa";"Bondaraya"
"7503130000";"Kecamatan";"Suwawa Tengah"
"7503132001";"Kelurahan/Desa";"Lompotoo"
"7503132002";"Kelurahan/Desa";"Lombongo"
"7503132003";"Kelurahan/Desa";"Duano"
"7503132004";"Kelurahan/Desa";"Tolomato"
"7503132005";"Kelurahan/Desa";"Alale"
"7503132006";"Kelurahan/Desa";"Tapadaa"
"7503140000";"Kecamatan";"Bulango Ulu"
"7503142001";"Kelurahan/Desa";"Mongiilo"
"7503142002";"Kelurahan/Desa";"Owata"
"7503142003";"Kelurahan/Desa";"Mongiilo Utara"
"7503142004";"Kelurahan/Desa";"Pilolaheya"
"7503142005";"Kelurahan/Desa";"Ilomata"
"7503142006";"Kelurahan/Desa";"Suka Makmur"
"7503150000";"Kecamatan";"Bulango Selatan"
"7503152001";"Kelurahan/Desa";"Ayula Selatan"
"7503152002";"Kelurahan/Desa";"Huntu Utara"
"7503152003";"Kelurahan/Desa";"Ayula Utara"
"7503152004";"Kelurahan/Desa";"Huntu Selatan"
"7503152006";"Kelurahan/Desa";"Ayula Tilango"
"7503152007";"Kelurahan/Desa";"Ayula Timur"
"7503152008";"Kelurahan/Desa";"Lamahu"
"7503152009";"Kelurahan/Desa";"Tinelo Ayula"
"7503152010";"Kelurahan/Desa";"Sejahtera"
"7503152011";"Kelurahan/Desa";"Huntu Barat"
"7503160000";"Kecamatan";"Bulango Timur"
"7503162001";"Kelurahan/Desa";"Bulotalangi"
"7503162002";"Kelurahan/Desa";"Toluwaya"
"7503162003";"Kelurahan/Desa";"Popodu"
"7503162004";"Kelurahan/Desa";"Bulotalangi Timur"
"7503162005";"Kelurahan/Desa";"Bulotalangi Barat"
"7503170000";"Kecamatan";"Bulawa"
"7503172001";"Kelurahan/Desa";"Mamungaa"
"7503172002";"Kelurahan/Desa";"Kaidundu Barat"
"7503172003";"Kelurahan/Desa";"Mopuya"
"7503172004";"Kelurahan/Desa";"Kaidundu"
"7503172005";"Kelurahan/Desa";"Bukit Hijau"
"7503172006";"Kelurahan/Desa";"Mamungaa Timur"
"7503172007";"Kelurahan/Desa";"Dunggilata"
"7503172008";"Kelurahan/Desa";"Pinomotiga"
"7503172009";"Kelurahan/Desa";"Patoa"
"7503180000";"Kecamatan";"Pinogu"
"7503182001";"Kelurahan/Desa";"Pinogu"
"7503182002";"Kelurahan/Desa";"Bangio"
"7503182003";"Kelurahan/Desa";"Dataran Hijau"
"7503182004";"Kelurahan/Desa";"Pinogu Permai"
"7503182005";"Kelurahan/Desa";"Tilonggibila"
"7504000000";"KAB/KOTA";"KAB. PAHUWATO"
"7504010000";"Kecamatan";"Popayato"
"7504012003";"Kelurahan/Desa";"Torosiaje Jaya"
"7504012004";"Kelurahan/Desa";"Popayato"
"7504012008";"Kelurahan/Desa";"Telaga"
"7504012012";"Kelurahan/Desa";"Torosiaje"
"7504012015";"Kelurahan/Desa";"Bukit Tingki"
"7504012016";"Kelurahan/Desa";"Tunas Harapan"
"7504012017";"Kelurahan/Desa";"Trikora"
"7504012018";"Kelurahan/Desa";"Dambalo"
"7504012019";"Kelurahan/Desa";"Telaga Biru"
"7504012020";"Kelurahan/Desa";"Bumi Bahari"
"7504020000";"Kecamatan";"Lemito"
"7504022001";"Kelurahan/Desa";"Lemito"
"7504022002";"Kelurahan/Desa";"Wonggarasi Barat"
"7504022004";"Kelurahan/Desa";"Lomuli"
"7504022008";"Kelurahan/Desa";"Lemito Utara"
"7504022009";"Kelurahan/Desa";"Kenari"
"7504022010";"Kelurahan/Desa";"Wonggarasi Tengah"
"7504022011";"Kelurahan/Desa";"Suka Damai"
"7504022012";"Kelurahan/Desa";"Babalonge"
"7504030000";"Kecamatan";"Randangan"
"7504032001";"Kelurahan/Desa";"Motolohu"
"7504032002";"Kelurahan/Desa";"Imbodu"
"7504032003";"Kelurahan/Desa";"Manunggal Karya"
"7504032004";"Kelurahan/Desa";"Sidorukun"
"7504032008";"Kelurahan/Desa";"Sarimurni"
"7504032009";"Kelurahan/Desa";"Huyula"
"7504032012";"Kelurahan/Desa";"Omayuwa"
"7504032013";"Kelurahan/Desa";"Ayula"
"7504032014";"Kelurahan/Desa";"Patuhu"
"7504032015";"Kelurahan/Desa";"Banuroja"
"7504032016";"Kelurahan/Desa";"Pelambane"
"7504032017";"Kelurahan/Desa";"Motolohu Selatan"
"7504032018";"Kelurahan/Desa";"Sidowonge"
"7504040000";"Kecamatan";"Marisa"
"7504042003";"Kelurahan/Desa";"Marisa Selatan"
"7504042004";"Kelurahan/Desa";"Marisa Utara"
"7504042007";"Kelurahan/Desa";"Teratai"
"7504042008";"Kelurahan/Desa";"Pohuwato"
"7504042015";"Kelurahan/Desa";"Batubilotahu"
"7504042016";"Kelurahan/Desa";"Palopo"
"7504042017";"Kelurahan/Desa";"Pohuwato Timur"
"7504042018";"Kelurahan/Desa";"Bulangita"
"7504050000";"Kecamatan";"Paguat"
"7504051001";"Kelurahan/Desa";"Libuo"
"7504051002";"Kelurahan/Desa";"Pentadu"
"7504051003";"Kelurahan/Desa";"Siduan"
"7504052004";"Kelurahan/Desa";"Bunuyo"
"7504052005";"Kelurahan/Desa";"Sipayo"
"7504052006";"Kelurahan/Desa";"Soginti"
"7504052010";"Kelurahan/Desa";"Bumbulan"
"7504052012";"Kelurahan/Desa";"Maleo"
"7504052013";"Kelurahan/Desa";"Molamahu"
"7504052014";"Kelurahan/Desa";"Buhu Jaya"
"7504052015";"Kelurahan/Desa";"Kemiri"
"7504060000";"Kecamatan";"Patilanggio"
"7504062001";"Kelurahan/Desa";"Iloheluma"
"7504062002";"Kelurahan/Desa";"Balayo"
"7504062003";"Kelurahan/Desa";"Suka Makmur"
"7504062004";"Kelurahan/Desa";"Manawa"
"7504062005";"Kelurahan/Desa";"Dulomo"
"7504062006";"Kelurahan/Desa";"Dudepo"
"7504070000";"Kecamatan";"Taluditi"
"7504072001";"Kelurahan/Desa";"Pancakarsa I"
"7504072002";"Kelurahan/Desa";"Pancakarsa II"
"7504072003";"Kelurahan/Desa";"Makarti Jaya"
"7504072004";"Kelurahan/Desa";"Kalimas"
"7504072005";"Kelurahan/Desa";"Malango"
"7504072006";"Kelurahan/Desa";"Puncak Jaya"
"7504072007";"Kelurahan/Desa";"Tirto Asri"
"7504080000";"Kecamatan";"Dengilo"
"7504082001";"Kelurahan/Desa";"Popaya"
"7504082002";"Kelurahan/Desa";"Karya Baru"
"7504082003";"Kelurahan/Desa";"Karangetan"
"7504082004";"Kelurahan/Desa";"Padengo"
"7504082005";"Kelurahan/Desa";"Hutamoputi"
"7504090000";"Kecamatan";"Buntulia"
"7504092001";"Kelurahan/Desa";"Hulawa"
"7504092002";"Kelurahan/Desa";"Karya Indah"
"7504092003";"Kelurahan/Desa";"Taluduyunu"
"7504092004";"Kelurahan/Desa";"Buntulia Utara"
"7504092005";"Kelurahan/Desa";"Buntulia Tengah"
"7504092006";"Kelurahan/Desa";"Taluduyunu Utara"
"7504092007";"Kelurahan/Desa";"Sipatana"
"7504100000";"Kecamatan";"Duhiadaa"
"7504102001";"Kelurahan/Desa";"Bulili"
"7504102002";"Kelurahan/Desa";"Buntulia Barat"
"7504102003";"Kelurahan/Desa";"Buntulia Selatan"
"7504102004";"Kelurahan/Desa";"Duhiadaa"
"7504102005";"Kelurahan/Desa";"Mekar Jaya"
"7504102006";"Kelurahan/Desa";"Buntulia Jaya"
"7504102007";"Kelurahan/Desa";"Padengo"
"7504102008";"Kelurahan/Desa";"Mootilango"
"7504110000";"Kecamatan";"Wanggarasi"
"7504112001";"Kelurahan/Desa";"Wanggarasi Timur"
"7504112002";"Kelurahan/Desa";"Bukit Harapan"
"7504112003";"Kelurahan/Desa";"Bohusami"
"7504112004";"Kelurahan/Desa";"Lembah Permai"
"7504112005";"Kelurahan/Desa";"Limbula"
"7504112006";"Kelurahan/Desa";"Yipilo"
"7504112007";"Kelurahan/Desa";"Tuweya"
"7504120000";"Kecamatan";"Popayato Timur"
"7504122001";"Kelurahan/Desa";"Milangodaa"
"7504122002";"Kelurahan/Desa";"Londoun"
"7504122003";"Kelurahan/Desa";"Marisa"
"7504122004";"Kelurahan/Desa";"Tahele"
"7504122005";"Kelurahan/Desa";"Bunto"
"7504122006";"Kelurahan/Desa";"Maleo"
"7504122007";"Kelurahan/Desa";"Kelapa Lima"
"7504130000";"Kecamatan";"Popayato Barat"
"7504132001";"Kelurahan/Desa";"Dudewulo"
"7504132002";"Kelurahan/Desa";"Tunas Jaya"
"7504132003";"Kelurahan/Desa";"Padengo"
"7504132004";"Kelurahan/Desa";"Molosifat"
"7504132005";"Kelurahan/Desa";"Butungale"
"7504132006";"Kelurahan/Desa";"Persatuan"
"7504132007";"Kelurahan/Desa";"Molosifat Utara"
"7505000000";"KAB/KOTA";"KAB. GORONTALO UTARA"
"7505010000";"Kecamatan";"Atinggola"
"7505012003";"Kelurahan/Desa";"Imana"
"7505012004";"Kelurahan/Desa";"Bintana"
"7505012005";"Kelurahan/Desa";"Buata"
"7505012006";"Kelurahan/Desa";"Pinontoyonga"
"7505012007";"Kelurahan/Desa";"Monggupo"
"7505012008";"Kelurahan/Desa";"Kotajin"
"7505012011";"Kelurahan/Desa";"Ilomata"
"7505012013";"Kelurahan/Desa";"Iloheluma"
"7505012014";"Kelurahan/Desa";"Wapalo"
"7505012015";"Kelurahan/Desa";"Posono"
"7505012016";"Kelurahan/Desa";"Sigaso"
"7505012017";"Kelurahan/Desa";"Tombulilato"
"7505012018";"Kelurahan/Desa";"Kotajin Utara"
"7505012019";"Kelurahan/Desa";"Oluhuta"
"7505020000";"Kecamatan";"Kwandang"
"7505022001";"Kelurahan/Desa";"Pontolo"
"7505022002";"Kelurahan/Desa";"Molingkapoto"
"7505022003";"Kelurahan/Desa";"Leboto"
"7505022004";"Kelurahan/Desa";"Posso"
"7505022005";"Kelurahan/Desa";"Titidu"
"7505022006";"Kelurahan/Desa";"Moluo"
"7505022010";"Kelurahan/Desa";"Mootinelo"
"7505022011";"Kelurahan/Desa";"Bualemo"
"7505022013";"Kelurahan/Desa";"Bulalo"
"7505022017";"Kelurahan/Desa";"Katialada"
"7505022019";"Kelurahan/Desa";"Ombulodata"
"7505022021";"Kelurahan/Desa";"Alata Karya"
"7505022023";"Kelurahan/Desa";"Cisadane"
"7505022024";"Kelurahan/Desa";"Botuwombata"
"7505022025";"Kelurahan/Desa";"Botungobungo"
"7505022026";"Kelurahan/Desa";"Molingkapoto Selatan"
"7505022030";"Kelurahan/Desa";"Pontolo Atas"
"7505022032";"Kelurahan/Desa";"Masuru"
"7505030000";"Kecamatan";"Anggrek"
"7505032001";"Kelurahan/Desa";"Ilangata"
"7505032002";"Kelurahan/Desa";"Tolongio"
"7505032006";"Kelurahan/Desa";"Tolango"
"7505032007";"Kelurahan/Desa";"Popalo"
"7505032008";"Kelurahan/Desa";"Dudepo"
"7505032009";"Kelurahan/Desa";"Mootilango"
