"kode";"jenis";"nama"
"7412070000";"Kecamatan";"Wawonii Tengah"
"7412071003";"Kelurahan/Desa";"Lampeapi"
"7412072001";"Kelurahan/Desa";"Batumea"
"7412072002";"Kelurahan/Desa";"Wawo Indah"
"7412072004";"Kelurahan/Desa";"Lamongupa"
"7412072005";"Kelurahan/Desa";"Tumbu Tumbu Jaya"
"7412072006";"Kelurahan/Desa";"Morobea"
"7412072007";"Kelurahan/Desa";"Mekar Sari"
"7412072008";"Kelurahan/Desa";"Rawa Indah"
"7412072009";"Kelurahan/Desa";"Lampeapi Baru"
"7412072010";"Kelurahan/Desa";"Pesue"
"7412072011";"Kelurahan/Desa";"Puurau"
"7412072012";"Kelurahan/Desa";"Baho Puu Wulu"
"7413000000";"KAB/KOTA";"KAB. MUNA BARAT"
"7413010000";"Kecamatan";"Sawerigadi"
"7413012001";"Kelurahan/Desa";"Wakoila"
"7413012002";"Kelurahan/Desa";"Waukuni"
"7413012003";"Kelurahan/Desa";"Kampobalano"
"7413012004";"Kelurahan/Desa";"Maperaha"
"7413012005";"Kelurahan/Desa";"Nihi"
"7413012006";"Kelurahan/Desa";"Marobea"
"7413012007";"Kelurahan/Desa";"Ondoke"
"7413012008";"Kelurahan/Desa";"Lakalamba"
"7413012009";"Kelurahan/Desa";"Lawada Jaya"
"7413012010";"Kelurahan/Desa";"Lombu Jaya"
"7413020000";"Kecamatan";"Barangka"
"7413022001";"Kelurahan/Desa";"Wuna"
"7413022002";"Kelurahan/Desa";"Lafinde"
"7413022003";"Kelurahan/Desa";"Waulai"
"7413022004";"Kelurahan/Desa";"Walelei"
"7413022005";"Kelurahan/Desa";"Sawerigadi"
"7413022006";"Kelurahan/Desa";"Bungkolo"
"7413022007";"Kelurahan/Desa";"Barangka"
"7413022008";"Kelurahan/Desa";"Lapolea"
"7413030000";"Kecamatan";"Lawa"
"7413031007";"Kelurahan/Desa";"Wamelai"
"7413031008";"Kelurahan/Desa";"Lapadaku"
"7413032001";"Kelurahan/Desa";"Lagadi"
"7413032002";"Kelurahan/Desa";"Latugho"
"7413032003";"Kelurahan/Desa";"Latompe"
"7413032004";"Kelurahan/Desa";"Lalemba"
"7413032005";"Kelurahan/Desa";"Madampi"
"7413032006";"Kelurahan/Desa";"Watumela"
"7413040000";"Kecamatan";"Wadaga"
"7413042001";"Kelurahan/Desa";"Lailangga"
"7413042002";"Kelurahan/Desa";"Lasosodo"
"7413042003";"Kelurahan/Desa";"Wakontu"
"7413042004";"Kelurahan/Desa";"Lakanaha"
"7413042005";"Kelurahan/Desa";"Katobu"
"7413042006";"Kelurahan/Desa";"Lindo"
"7413042007";"Kelurahan/Desa";"Kampani"
"7413050000";"Kecamatan";"Tiworo Selatan"
"7413052001";"Kelurahan/Desa";"Parura Jaya"
"7413052002";"Kelurahan/Desa";"Katangana"
"7413052003";"Kelurahan/Desa";"Kasimpa Jaya"
"7413052004";"Kelurahan/Desa";"Sangia Tiworo"
"7413052005";"Kelurahan/Desa";"Barakkah"
"7413060000";"Kecamatan";"Maginti"
"7413062001";"Kelurahan/Desa";"Kangkunawe"
"7413062002";"Kelurahan/Desa";"Maginti"
"7413062003";"Kelurahan/Desa";"Pajala"
"7413062004";"Kelurahan/Desa";"Abadi Jaya"
"7413062005";"Kelurahan/Desa";"Gala"
"7413062006";"Kelurahan/Desa";"Pasipadanga"
"7413062007";"Kelurahan/Desa";"Bangko"
"7413062008";"Kelurahan/Desa";"Kembar Maminasa"
"7413070000";"Kecamatan";"Tiworo Tengah"
"7413072001";"Kelurahan/Desa";"Wanseriwu"
"7413072002";"Kelurahan/Desa";"Labukolo"
"7413072003";"Kelurahan/Desa";"Langku-langku"
"7413072004";"Kelurahan/Desa";"Mekar Jaya"
"7413072005";"Kelurahan/Desa";"Wapae Jaya"
"7413072006";"Kelurahan/Desa";"Momuntu"
"7413072007";"Kelurahan/Desa";"Lakabu"
"7413072008";"Kelurahan/Desa";"Suka Damai"
"7413080000";"Kecamatan";"Tiworo Utara"
"7413082001";"Kelurahan/Desa";"Tasipi"
"7413082002";"Kelurahan/Desa";"Mandike"
"7413082003";"Kelurahan/Desa";"Bero"
"7413082004";"Kelurahan/Desa";"Santigi"
"7413082005";"Kelurahan/Desa";"Tondasi"
"7413082006";"Kelurahan/Desa";"Santiri"
"7413082007";"Kelurahan/Desa";"Tiga"
"7413090000";"Kecamatan";"Tiworo Kepulauan"
"7413091004";"Kelurahan/Desa";"Waumere"
"7413091005";"Kelurahan/Desa";"Tiworo"
"7413092001";"Kelurahan/Desa";"Katela"
"7413092002";"Kelurahan/Desa";"Lasama"
"7413092003";"Kelurahan/Desa";"Sido Makmur"
"7413092006";"Kelurahan/Desa";"Waturempe"
"7413092007";"Kelurahan/Desa";"Laworo"
"7413092008";"Kelurahan/Desa";"Wulanga Jaya"
"7413092009";"Kelurahan/Desa";"Wandoke"
"7413100000";"Kecamatan";"Kusambi"
"7413101008";"Kelurahan/Desa";"Konawe"
"7413102001";"Kelurahan/Desa";"Lemoambo"
"7413102002";"Kelurahan/Desa";"Kasakamu"
"7413102003";"Kelurahan/Desa";"Tanjung Pinang"
"7413102004";"Kelurahan/Desa";"Sidamangura"
"7413102005";"Kelurahan/Desa";"Lakawoghe"
"7413102006";"Kelurahan/Desa";"Lapokainse"
"7413102007";"Kelurahan/Desa";"Guali"
"7413102009";"Kelurahan/Desa";"Kusambi"
"7413102010";"Kelurahan/Desa";"Bakeramba"
"7413110000";"Kecamatan";"Napano Kusambi"
"7413112001";"Kelurahan/Desa";"Masara"
"7413112002";"Kelurahan/Desa";"Lahaji"
"7413112003";"Kelurahan/Desa";"Umba"
"7413112004";"Kelurahan/Desa";"Kombikuno"
"7413112005";"Kelurahan/Desa";"Latawe"
"7413112006";"Kelurahan/Desa";"Tangkumaho"
"7414000000";"KAB/KOTA";"KAB. BUTON TENGAH"
"7414010000";"Kecamatan";"Lakudo"
"7414011007";"Kelurahan/Desa";"Lakudo"
"7414011008";"Kelurahan/Desa";"Gu Timur"
"7414011010";"Kelurahan/Desa";"Boneoge"
"7414012001";"Kelurahan/Desa";"Metere"
"7414012002";"Kelurahan/Desa";"Lolibu"
"7414012003";"Kelurahan/Desa";"Wajogu"
"7414012004";"Kelurahan/Desa";"Moko"
"7414012005";"Kelurahan/Desa";"Mone"
"7414012006";"Kelurahan/Desa";"Matawine"
"7414012009";"Kelurahan/Desa";"Nepa Mekar"
"7414012011";"Kelurahan/Desa";"Madongka"
"7414012012";"Kelurahan/Desa";"Waraa"
"7414012013";"Kelurahan/Desa";"Wongko Lakudo"
"7414012014";"Kelurahan/Desa";"One Waara"
"7414012015";"Kelurahan/Desa";"Teluk Lasongko"
"7414020000";"Kecamatan";"Mawasangka Timur"
"7414022001";"Kelurahan/Desa";"Bonemarambe"
"7414022002";"Kelurahan/Desa";"Wambuloli"
"7414022003";"Kelurahan/Desa";"Lagili"
"7414022004";"Kelurahan/Desa";"Bungi"
"7414022005";"Kelurahan/Desa";"Wantopi"
"7414022006";"Kelurahan/Desa";"Inulu"
"7414022007";"Kelurahan/Desa";"Lasori"
"7414022008";"Kelurahan/Desa";"Batubanawa"
"7414030000";"Kecamatan";"Mawasangka Tengah"
"7414031003";"Kelurahan/Desa";"Lakorua"
"7414032001";"Kelurahan/Desa";"Morikana"
"7414032002";"Kelurahan/Desa";"Lantongau"
"7414032004";"Kelurahan/Desa";"Lanto"
"7414032005";"Kelurahan/Desa";"Lalibo"
"7414032006";"Kelurahan/Desa";"Langkomu"
"7414032007";"Kelurahan/Desa";"Watorumbe"
"7414032008";"Kelurahan/Desa";"Watorumbe Bata"
"7414032009";"Kelurahan/Desa";"Gundu Gundu"
"7414032010";"Kelurahan/Desa";"Katukobari"
"7414040000";"Kecamatan";"Mawasangka"
"7414041001";"Kelurahan/Desa";"Watolo"
"7414041002";"Kelurahan/Desa";"Mawasangka"
"7414042003";"Kelurahan/Desa";"Oengkolaki"
"7414042004";"Kelurahan/Desa";"Banga"
"7414042005";"Kelurahan/Desa";"Tanailandu"
"7414042006";"Kelurahan/Desa";"Polindu"
"7414042007";"Kelurahan/Desa";"Kanapa Napa"
"7414042008";"Kelurahan/Desa";"Terapung"
"7414042009";"Kelurahan/Desa";"Wasilomata II"
"7414042010";"Kelurahan/Desa";"Wasilotama I"
"7414042011";"Kelurahan/Desa";"Matara"
"7414042012";"Kelurahan/Desa";"Balobone"
"7414042013";"Kelurahan/Desa";"Napa"
"7414042014";"Kelurahan/Desa";"Wakambangura"
"7414042015";"Kelurahan/Desa";"Kancebungi"
"7414042016";"Kelurahan/Desa";"Gumanano"
"7414042017";"Kelurahan/Desa";"Dahiango"
"7414042018";"Kelurahan/Desa";"Air Bajo"
"7414042019";"Kelurahan/Desa";"Wakambangura II"
"7414050000";"Kecamatan";"Talaga Raya"
"7414051004";"Kelurahan/Desa";"Talaga Satu"
"7414052001";"Kelurahan/Desa";"Kokoe"
"7414052002";"Kelurahan/Desa";"Talaga Besar"
"7414052003";"Kelurahan/Desa";"Talaga II"
"7414052005";"Kelurahan/Desa";"Wulu"
"7414052006";"Kelurahan/Desa";"Liwulompona"
"7414052007";"Kelurahan/Desa";"Pangilia"
"7414060000";"Kecamatan";"Gu"
"7414061004";"Kelurahan/Desa";"Watulea"
"7414061005";"Kelurahan/Desa";"Bombonawulu"
"7414062001";"Kelurahan/Desa";"Bantea"
"7414062002";"Kelurahan/Desa";"Lakapera"
"7414062003";"Kelurahan/Desa";"Walando"
"7414062006";"Kelurahan/Desa";"Waliko"
"7414062007";"Kelurahan/Desa";"Wakea Kea"
"7414062008";"Kelurahan/Desa";"Rahia"
"7414062009";"Kelurahan/Desa";"Wadiabero"
"7414062010";"Kelurahan/Desa";"Kolowa"
"7414062011";"Kelurahan/Desa";"Kamama Mekar"
"7414062012";"Kelurahan/Desa";"Lowu Lowu"
"7414070000";"Kecamatan";"Sangia Wambulu"
"7414071002";"Kelurahan/Desa";"Tolandona"
"7414072001";"Kelurahan/Desa";"Baruta Lestari"
"7414072003";"Kelurahan/Desa";"Doda Bahari"
"7414072004";"Kelurahan/Desa";"Baruta"
"7414072006";"Kelurahan/Desa";"Baruta Analalaki"
"7414072007";"Kelurahan/Desa";"Tolandona Matanaeo"
"7415000000";"KAB/KOTA";"KAB. BUTON SELATAN"
"7415010000";"Kecamatan";"Batauga"
"7415011002";"Kelurahan/Desa";"Busoa"
"7415011003";"Kelurahan/Desa";"Laompo"
"7415011004";"Kelurahan/Desa";"Masiri"
"7415011005";"Kelurahan/Desa";"Majapahit"
"7415011010";"Kelurahan/Desa";"Lakambau"
"7415011011";"Kelurahan/Desa";"Molagina"
"7415011012";"Kelurahan/Desa";"Bandar Batauga"
"7415012001";"Kelurahan/Desa";"Lawela"
"7415012006";"Kelurahan/Desa";"Bola"
"7415012007";"Kelurahan/Desa";"Poogalampa"
"7415012008";"Kelurahan/Desa";"Lawela Selatan"
"7415012009";"Kelurahan/Desa";"Lampanairi"
"7415020000";"Kecamatan";"Sampolawa"
"7415021003";"Kelurahan/Desa";"Katilombu"
"7415021004";"Kelurahan/Desa";"Jaya Bakti"
"7415021005";"Kelurahan/Desa";"Todombulu"
"7415022001";"Kelurahan/Desa";"Bangun"
"7415022002";"Kelurahan/Desa";"Wawoangi"
"7415022006";"Kelurahan/Desa";"Gunung Sejuk"
"7415022007";"Kelurahan/Desa";"Sandang Pangan"
"7415022008";"Kelurahan/Desa";"Hendea"
"7415022009";"Kelurahan/Desa";"Tira"
"7415022010";"Kelurahan/Desa";"Bahari"
"7415022011";"Kelurahan/Desa";"Gerak Makmur"
"7415022012";"Kelurahan/Desa";"Lipu Mangau"
"7415022013";"Kelurahan/Desa";"Bahari Dua"
"7415022014";"Kelurahan/Desa";"Bahari Tiga"
"7415022015";"Kelurahan/Desa";"Windu Makmur"
"7415022016";"Kelurahan/Desa";"Watiginanda"
"7415030000";"Kecamatan";"Lapandewa"
"7415032001";"Kelurahan/Desa";"Lapandewa Makmur"
"7415032002";"Kelurahan/Desa";"Gaya Baru"
"7415032003";"Kelurahan/Desa";"Burangasi Rumbia"
"7415032004";"Kelurahan/Desa";"Burangasi"
"7415032005";"Kelurahan/Desa";"Lapandewa Kaindea"
"7415032006";"Kelurahan/Desa";"Lapandewa"
"7415032007";"Kelurahan/Desa";"Lapandewa Jaya"
"7415040000";"Kecamatan";"Batu Atas"
"7415042001";"Kelurahan/Desa";"Batuatas Liwu"
"7415042002";"Kelurahan/Desa";"Batuatas Barat"
"7415042003";"Kelurahan/Desa";"Wacuala"
"7415042004";"Kelurahan/Desa";"Batu Atas Timur"
"7415042005";"Kelurahan/Desa";"Tolando Jaya"
"7415042006";"Kelurahan/Desa";"Taduasa"
"7415042007";"Kelurahan/Desa";"Wambongi"
"7415050000";"Kecamatan";"Siompu Barat"
"7415052001";"Kelurahan/Desa";"Molona"
"7415052002";"Kelurahan/Desa";"Mbanua"
"7415052003";"Kelurahan/Desa";"Lalole"
"7415052004";"Kelurahan/Desa";"Watuampara"
"7415052005";"Kelurahan/Desa";"Katampe"
"7415052006";"Kelurahan/Desa";"Lamaninggara"
"7415052007";"Kelurahan/Desa";"Kamoali"
"7415052008";"Kelurahan/Desa";"Mokobeau"
"7415060000";"Kecamatan";"Siompu"
"7415062001";"Kelurahan/Desa";"Biwinapada"
"7415062002";"Kelurahan/Desa";"Kaimbulawa"
"7415062003";"Kelurahan/Desa";"Wakinamboro"
"7415062004";"Kelurahan/Desa";"Tongali"
"7415062005";"Kelurahan/Desa";"Lontoi"
"7415062006";"Kelurahan/Desa";"Karae"
"7415062007";"Kelurahan/Desa";"Batuawu"
"7415062008";"Kelurahan/Desa";"Nggulanggula"
"7415062009";"Kelurahan/Desa";"Waindawula"
"7415062010";"Kelurahan/Desa";"Lapara"
"7415070000";"Kecamatan";"Kadatua"
"7415072001";"Kelurahan/Desa";"Waonu"
"7415072002";"Kelurahan/Desa";"Kaofe"
"7415072003";"Kelurahan/Desa";"Uwemaasi"
"7415072004";"Kelurahan/Desa";"Lipu"
"7415072005";"Kelurahan/Desa";"Kapoa"
"7415072006";"Kelurahan/Desa";"Banabungi"
"7415072007";"Kelurahan/Desa";"Mawambunga"
"7415072008";"Kelurahan/Desa";"Banabungi Selatan"
"7415072009";"Kelurahan/Desa";"Marawali"
"7415072010";"Kelurahan/Desa";"Kapoa Barat"
"7471000000";"KAB/KOTA";"KOTA KENDARI"
"7471010000";"Kecamatan";"Mandonga"
"7471011005";"Kelurahan/Desa";"Mandonga"
"7471011006";"Kelurahan/Desa";"Korumba"
"7471011007";"Kelurahan/Desa";"Labibia"
"7471011008";"Kelurahan/Desa";"Wawombalata"
"7471011009";"Kelurahan/Desa";"Alolama"
"7471011010";"Kelurahan/Desa";"Anggilowu"
"7471020000";"Kecamatan";"Kendari"
"7471021009";"Kelurahan/Desa";"Kandai"
"7471021010";"Kelurahan/Desa";"Gunung Jati"
"7471021011";"Kelurahan/Desa";"Kampung Salo"
"7471021012";"Kelurahan/Desa";"Mangga Dua"
"7471021013";"Kelurahan/Desa";"Kendari Caddi"
"7471021014";"Kelurahan/Desa";"Kassilampe"
"7471021015";"Kelurahan/Desa";"Mata"
"7471021016";"Kelurahan/Desa";"Purirano"
"7471021017";"Kelurahan/Desa";"Jati Mekar"
"7471030000";"Kecamatan";"Baruga"
"7471031001";"Kelurahan/Desa";"Baruga"
"7471031002";"Kelurahan/Desa";"Lepo Lepo"
"7471031007";"Kelurahan/Desa";"Watubangga"
"7471031008";"Kelurahan/Desa";"Wundudopi"
"7471040000";"Kecamatan";"Poasia"
"7471041003";"Kelurahan/Desa";"Andonohu"
"7471041004";"Kelurahan/Desa";"Rahandouna"
"7471041005";"Kelurahan/Desa";"Anggoeya"
"7471041006";"Kelurahan/Desa";"Matabubu"
"7471050000";"Kecamatan";"Kendari Barat"
"7471051001";"Kelurahan/Desa";"Kemaraya"
"7471051002";"Kelurahan/Desa";"Watu-Watu"
"7471051003";"Kelurahan/Desa";"Tipulu"
"7471051004";"Kelurahan/Desa";"Punggaloba"
"7471051005";"Kelurahan/Desa";"Benu Benua"
"7471051006";"Kelurahan/Desa";"Sodoha"
"7471051007";"Kelurahan/Desa";"Sanua"
"7471051008";"Kelurahan/Desa";"Dapu Dapura"
"7471051009";"Kelurahan/Desa";"Lahundape"
"7471060000";"Kecamatan";"Abeli"
"7471061001";"Kelurahan/Desa";"Puday"
"7471061002";"Kelurahan/Desa";"Lapulu"
"7471061003";"Kelurahan/Desa";"Abeli"
"7471061004";"Kelurahan/Desa";"Benuanirae"
"7471061005";"Kelurahan/Desa";"Tobimeita"
"7471061006";"Kelurahan/Desa";"Anggalomelai"
"7471061007";"Kelurahan/Desa";"Talia"
"7471061008";"Kelurahan/Desa";"Poasia"
"7471061009";"Kelurahan/Desa";"Bungkutoko"
"7471061010";"Kelurahan/Desa";"Petoaha"
"7471061011";"Kelurahan/Desa";"Nambo"
"7471061012";"Kelurahan/Desa";"Sambuli"
"7471061013";"Kelurahan/Desa";"Tondonggeu"
"7471070000";"Kecamatan";"Wua-Wua"
"7471071001";"Kelurahan/Desa";"Wua Wua"
"7471071002";"Kelurahan/Desa";"Bonggoeya"
"7471071003";"Kelurahan/Desa";"Mataiwoi"
"7471071004";"Kelurahan/Desa";"Anawai"
"7471080000";"Kecamatan";"Kadia"
"7471081001";"Kelurahan/Desa";"Kadia"
"7471081002";"Kelurahan/Desa";"Bende"
"7471081003";"Kelurahan/Desa";"Pondambea"
"7471081004";"Kelurahan/Desa";"Wowawanggu"
"7471081005";"Kelurahan/Desa";"Anaiwoi"
"7471090000";"Kecamatan";"Puuwatu"
"7471091001";"Kelurahan/Desa";"Puuwatu"
"7471091002";"Kelurahan/Desa";"Watulondo"
"7471091003";"Kelurahan/Desa";"Punggolaka"
"7471091004";"Kelurahan/Desa";"Tobuuha"
"7471091005";"Kelurahan/Desa";"Abeli Dalam"
"7471091006";"Kelurahan/Desa";"Lalodati"
"7471100000";"Kecamatan";"Kambu"
"7471101001";"Kelurahan/Desa";"Kambu"
"7471101002";"Kelurahan/Desa";"Mokoau"
"7471101003";"Kelurahan/Desa";"Padaleu"
"7471101004";"Kelurahan/Desa";"Lalolara"
"7472000000";"KAB/KOTA";"KOTA BAU BAU"
"7472010000";"Kecamatan";"Betoambari"
"7472011007";"Kelurahan/Desa";"Katobengke"
"7472011012";"Kelurahan/Desa";"Waborobo"
"7472011013";"Kelurahan/Desa";"Sulaa"
"7472011014";"Kelurahan/Desa";"Lipu"
"7472011016";"Kelurahan/Desa";"Labalawa"
"7472020000";"Kecamatan";"Wolio"
"7472021001";"Kelurahan/Desa";"Wale"
"7472021002";"Kelurahan/Desa";"Tomba"
"7472021003";"Kelurahan/Desa";"Bataraguru"
"7472021004";"Kelurahan/Desa";"Wangkanapi"
"7472021005";"Kelurahan/Desa";"Batulo"
"7472021007";"Kelurahan/Desa";"Kadolo Katapi"
"7472021011";"Kelurahan/Desa";"Bukit Wolio Indah"
"7472030000";"Kecamatan";"Sorawolio"
"7472031001";"Kelurahan/Desa";"Kaisabu Baru"
"7472031002";"Kelurahan/Desa";"Karya Baru"
"7472031003";"Kelurahan/Desa";"Gonda Baru"
"7472031004";"Kelurahan/Desa";"Bugi"
"7472040000";"Kecamatan";"Bungi"
"7472041001";"Kelurahan/Desa";"Liabuku"
"7472041002";"Kelurahan/Desa";"Ngkaring Karing"
"7472041003";"Kelurahan/Desa";"Kampeonaho"
"7472041008";"Kelurahan/Desa";"Waliabuku"
"7472041010";"Kelurahan/Desa";"Tampuna"
"7472050000";"Kecamatan";"Kokalukuna"
"7472051001";"Kelurahan/Desa";"Liwuto"
"7472051002";"Kelurahan/Desa";"Sukanaeyo"
"7472051003";"Kelurahan/Desa";"Lakologou"
"7472051004";"Kelurahan/Desa";"Waruruma"
"7472051005";"Kelurahan/Desa";"Kadolomoko"
"7472051006";"Kelurahan/Desa";"Kadolo"
"7472060000";"Kecamatan";"Murhum"
"7472061007";"Kelurahan/Desa";"Wajo"
"7472061008";"Kelurahan/Desa";"Lamangga"
"7472061009";"Kelurahan/Desa";"Melai"
"7472061010";"Kelurahan/Desa";"Baadia"
"7472061011";"Kelurahan/Desa";"Tanganapada"
"7472070000";"Kecamatan";"Lea-Lea"
"7472071001";"Kelurahan/Desa";"Lowu-Lowu"
"7472071002";"Kelurahan/Desa";"Kalia-Lia"
"7472071003";"Kelurahan/Desa";"Palabusa"
"7472071004";"Kelurahan/Desa";"Kolese"
"7472071005";"Kelurahan/Desa";"Kantalai"
"7472080000";"Kecamatan";"Batupoaro"
"7472081001";"Kelurahan/Desa";"Bonebone"
"7472081002";"Kelurahan/Desa";"Tarafu"
"7472081003";"Kelurahan/Desa";"Wameo"
"7472081004";"Kelurahan/Desa";"Kaobula"
"7472081005";"Kelurahan/Desa";"Lanto"
"7472081006";"Kelurahan/Desa";"Nganganaumala"
"7500000000";"PROPINSI";"GORONTALO"
"7501000000";"KAB/KOTA";"KAB. GORONTALO"
"7501010000";"Kecamatan";"Limboto"
"7501011001";"Kelurahan/Desa";"Kayubulan"
"7501011002";"Kelurahan/Desa";"Kayumerah"
"7501011003";"Kelurahan/Desa";"Hunggaluwa"
"7501011004";"Kelurahan/Desa";"Bolihuangga"
"7501011005";"Kelurahan/Desa";"Hepuhulawa"
"7501011006";"Kelurahan/Desa";"Hutuo"
"7501011007";"Kelurahan/Desa";"Dutulanaa"
"7501011008";"Kelurahan/Desa";"Tenilo"
"7501011009";"Kelurahan/Desa";"Biyonga"
"7501011010";"Kelurahan/Desa";"Bongohulawa"
"7501011011";"Kelurahan/Desa";"Bulota"
"7501011012";"Kelurahan/Desa";"Malahu"
"7501011013";"Kelurahan/Desa";"Tilihuwa"
"7501011014";"Kelurahan/Desa";"Polohungo"
"7501020000";"Kecamatan";"Telaga"
"7501022011";"Kelurahan/Desa";"Bulila"
"7501022014";"Kelurahan/Desa";"Mongolato"
"7501022015";"Kelurahan/Desa";"Luhu"
"7501022016";"Kelurahan/Desa";"Hulawa"
"7501022017";"Kelurahan/Desa";"Pilohayanga"
"7501022018";"Kelurahan/Desa";"Dulamayo Selatan"
"7501022019";"Kelurahan/Desa";"Dulamayo Barat"
"7501022020";"Kelurahan/Desa";"Dulohupa"
"7501022021";"Kelurahan/Desa";"Pilohayanga Barat"
"7501030000";"Kecamatan";"Batudaa"
"7501032001";"Kelurahan/Desa";"Iluta"
"7501032002";"Kelurahan/Desa";"Bua"
"7501032003";"Kelurahan/Desa";"Huntu"
"7501032004";"Kelurahan/Desa";"Payunga"
"7501032012";"Kelurahan/Desa";"Barakati"
"7501032013";"Kelurahan/Desa";"Ilohungayo"
"7501032014";"Kelurahan/Desa";"Dunggala"
"7501032015";"Kelurahan/Desa";"Pilobuhuta"
"7501040000";"Kecamatan";"Tibawa"
"7501042001";"Kelurahan/Desa";"Isimu Utara"
"7501042002";"Kelurahan/Desa";"Isimu Selatan"
"7501042003";"Kelurahan/Desa";"Datahu"
"7501042004";"Kelurahan/Desa";"Tolotio"
"7501042005";"Kelurahan/Desa";"Labanu"
"7501042006";"Kelurahan/Desa";"Reksonegoro"
"7501042007";"Kelurahan/Desa";"Buhu"
"7501042008";"Kelurahan/Desa";"Dunggala"
"7501042009";"Kelurahan/Desa";"Molowahu"
"7501042010";"Kelurahan/Desa";"Iloponu"
"7501042011";"Kelurahan/Desa";"Ilomata"
"7501042012";"Kelurahan/Desa";"Motilango"
"7501042013";"Kelurahan/Desa";"Isimu Raya"
"7501042014";"Kelurahan/Desa";"Balahu"
"7501042015";"Kelurahan/Desa";"Botumoputi"
"7501042016";"Kelurahan/Desa";"Ulobua"
"7501050000";"Kecamatan";"Batudaa Pantai"
"7501052004";"Kelurahan/Desa";"Tontayuo"
"7501052005";"Kelurahan/Desa";"Biluhu Timur"
"7501052006";"Kelurahan/Desa";"Kayubulan"
"7501052007";"Kelurahan/Desa";"Bongo"
"7501052008";"Kelurahan/Desa";"Lopo"
"7501052009";"Kelurahan/Desa";"Lamu"
"7501052012";"Kelurahan/Desa";"Olimoo'o"
"7501052014";"Kelurahan/Desa";"Buhudaa"
"7501052015";"Kelurahan/Desa";"Langgula"
"7501090000";"Kecamatan";"Boliyohuto"
"7501092001";"Kelurahan/Desa";"Sidomulyo"
"7501092004";"Kelurahan/Desa";"Parungi"
"7501092006";"Kelurahan/Desa";"Diloniyohu"
"7501092007";"Kelurahan/Desa";"Sidodadi"
"7501092010";"Kelurahan/Desa";"Potanga"
"7501092011";"Kelurahan/Desa";"Motoduto"
"7501092012";"Kelurahan/Desa";"Iloheluma"
"7501092014";"Kelurahan/Desa";"Monggolito"
"7501092015";"Kelurahan/Desa";"Bandung Rejo"
"7501092018";"Kelurahan/Desa";"Dulohupa"
"7501092019";"Kelurahan/Desa";"Sidomulya Selatan"
"7501092020";"Kelurahan/Desa";"Bongongoayu"
"7501092021";"Kelurahan/Desa";"Tolite"
"7501100000";"Kecamatan";"Telaga Biru"
"7501102001";"Kelurahan/Desa";"Dulamayo Utara"
"7501102002";"Kelurahan/Desa";"Ulapato A"
"7501102003";"Kelurahan/Desa";"Ulapato B"
"7501102004";"Kelurahan/Desa";"Talumelito"
"7501102005";"Kelurahan/Desa";"Tuladenggi"
"7501102006";"Kelurahan/Desa";"Pantungo"
"7501102007";"Kelurahan/Desa";"Lupoyo"
"7501102008";"Kelurahan/Desa";"Pentadio Timur"
"7501102009";"Kelurahan/Desa";"Pentadio Barat"
"7501102010";"Kelurahan/Desa";"Dumati"
"7501102011";"Kelurahan/Desa";"Modelidu"
"7501102012";"Kelurahan/Desa";"Tinelo"
"7501102013";"Kelurahan/Desa";"Timuato"
"7501102014";"Kelurahan/Desa";"Tapaluluo"
"7501102015";"Kelurahan/Desa";"Tonala"
"7501110000";"Kecamatan";"Bongomeme"
"7501112001";"Kelurahan/Desa";"Dulamayo"
"7501112008";"Kelurahan/Desa";"Upomela"
"7501112009";"Kelurahan/Desa";"Tohupo"
"7501112010";"Kelurahan/Desa";"Molanihu"
"7501112011";"Kelurahan/Desa";"Molopatodu"
"7501112012";"Kelurahan/Desa";"Molas"
"7501112013";"Kelurahan/Desa";"Batulayar"
"7501112014";"Kelurahan/Desa";"Batuloreng"
"7501112015";"Kelurahan/Desa";"Bongohulawa"
"7501112016";"Kelurahan/Desa";"Otopade"
"7501112018";"Kelurahan/Desa";"Huntulo Hulawa"
"7501112022";"Kelurahan/Desa";"Owalanga"
"7501112023";"Kelurahan/Desa";"Liyodu"
"7501112024";"Kelurahan/Desa";"Liyoto"
"7501112025";"Kelurahan/Desa";"Kayumerah"
"7501130000";"Kecamatan";"Tolangohula"
"7501132001";"Kelurahan/Desa";"Sukamakmur"
"7501132002";"Kelurahan/Desa";"Lakeya"
"7501132003";"Kelurahan/Desa";"Gandasari"
"7501132004";"Kelurahan/Desa";"Molohu"
"7501132007";"Kelurahan/Desa";"Polohungo"
"7501132008";"Kelurahan/Desa";"Bina Jaya"
"7501132009";"Kelurahan/Desa";"Tamaila"
"7501132010";"Kelurahan/Desa";"Sidoarjo"
"7501132013";"Kelurahan/Desa";"Sukamakmur Utara"
"7501132014";"Kelurahan/Desa";"Margomulya"
"7501132015";"Kelurahan/Desa";"Makmur Abadi"
"7501132016";"Kelurahan/Desa";"Gandaria"
"7501132017";"Kelurahan/Desa";"Ombulo Tango"
"7501132018";"Kelurahan/Desa";"Tamalia Utara"
"7501132019";"Kelurahan/Desa";"Himalaya"
"7501140000";"Kecamatan";"Mootilango"
"7501142001";"Kelurahan/Desa";"Paris"
"7501142002";"Kelurahan/Desa";"Helumo"
"7501142003";"Kelurahan/Desa";"Pilomonu"
"7501142004";"Kelurahan/Desa";"Satria"
